etablissement_code,university_code,label_ar,label_fr,website,gouvernorat,type,lat,lon
1115,11,??????? ??????? ????????? ?????,Ecole Nationale d'Ingénieurs de Gabés,enig.rnu.tn,Gabés,Public,33.85135341593682, 10.104287348417431
1101,11,???? ?????? ?????,Faculté des Sciences de Gabés,fsg.rnu.tn,Gabés,Public,33.84696574761809, 10.09702748600932
1109,11,?????? ?????? ?????????? ????????? ??????,Institut Supérieur de Biologie Appliquée de Medenine,isbam.rnu.tn,Médenine,Public,33.496164819633876, 10.642059394025129
1114,11,?????? ?????? ?????? ?????,Institut Supérieur de Gestion de Gabés,isggb.rnu.tn,Gabés,Public,33.88259891869319, 10.089593048199445
1103,11,?????? ?????? ?????? ?????? ?????,Institut Supérieur des Arts et Métiers de Gabés,isamgb.rnu.tn,Gabés,Public,33.84638895281815, 10.094887735004908
1104,11,?????? ?????? ?????? ?????? ???????,Institut Supérieur des Arts et Métiers de Tataouine,isamt.rnu.tn,Tataouine,Public,32.949799503431784, 10.475218581019485
1107,11,?????? ?????? ???????? ????????? ?????,Institut Supérieur des Etudes Juridiques de Gabés,isejg.rnu.tn,Gabés,Public,33.852036346820576, 10.097058018637384
1105,11,?????? ?????? ????? ?????,Institut Supérieur des Langues de Gabés,islgb.rnu.tn,Gabés,Public,33.88581271014696, 10.092261905003133
1106,11,?????? ?????? ?????? ????????? ???????????? ?????,Institut Supérieur des Sciences Appliquées et de Technologie de Gabés,issatgb.rnu.tn,Gabés,Public,33.85026713937597, 10.105531568621396
1112,11,?????? ?????? ????? ??????? ?????? ?????,Institut Supérieur des Sciences et Techniques des Eaux de Gabés,isstegb.rnu.tn,Gabés,Public,33.850216126758255, 10.0932982324951
1108,11,?????? ?????? ?????? ????????? ??????,Institut Supérieur des Sciences Humaines de Médenine,isshm.rnu.tn,Médenine,Public,33.341961132082616, 10.503141201403025
1113,11,?????? ?????? ????? ??????? ?????,Institut Supérieur des Sciences Infirmiéres de Gabés,issig.tn,Gabés,Public,33.88076256425337, 10.096896709221749
1102,11,?????? ?????? ????????? ???????? ?????,Institut Supérieur des Systémes Industriels de Gabés,issig.rnu.tn,Gabés,Public,33.84521562060112, 10.096397187181456
1111,11,?????? ?????? ????????? ??????,Institut Supérieur d'Informatique de Medenine,isim.rnu.tn,Médenine,Public,33.36774808310267, 10.508393148359648
1110,11,?????? ?????? ????????? ???????????? ?????,Institut Supérieur d'Informatique et de Multimédia de Gabés,isimg.rnu.tn,Gabés,Public,33.84766806172932, 10.094547622741976
1210,12,??????? ??????? ????????? ?????,Ecole Nationale d'Ingénieurs de Gafsa,eniga.rnu.tn,Gafsa,Public,34.42956065168908, 8.76567596387697
1201,12,???? ?????? ?????,Faculté des Sciences de Gafsa,fsgf.rnu.tn,Gafsa,Public,34.42982177220428, 8.764271988710924
1209,12,?????? ???????? ???????? ???????? ?????,Institut Préparatoire aux Etudes d'Ingénieurs de Gafsa,ipeig.rnu.tn,Gafsa,Public,34.42960032360303, 8.75600511107746
1208,12,?????? ?????? ?????? ???????? ?????,Institut Supérieur d'Administration des Entreprises de Gafsa,isaeg.rnu.tn,Gafsa,Public,34.42465689864663, 8.757842945234412
1202,12,?????? ?????? ?????? ?????? ?????,Institut Supérieur des Arts et Métiers de Gafsa,isamgf.rnu.tn,Gafsa,Public,34.423443809340355, 8.758085330908282
1205,12,?????? ?????? ???????? ????????? ?? ?????????? ?????,Institut Supérieur des Etudes Appliquées en Humanités de Gafsa,iseahgf.rnu.tn,Gafsa,Public,34.425906780563096, 8.77713385994997
1206,12,?????? ?????? ???????? ????????? ?? ?????????? ?????,Institut Supérieur des Etudes Appliquées en Humanités de Tozeur,iseahtz.rnu.tn,Tozeur,Public,33.91674618831093, 8.088259348864755
1203,12,?????? ?????? ?????? ????????? ???????????? ?????,Institut Supérieur des Sciences Appliquées et de Technologie de Gafsa,issatgf.rnu.tn,Gafsa,Public,34.43719132509519, 8.745211322145801
1207,12,?????? ?????? ????? ?????????? ?????? ?????,Institut Supérieur des Sciences et des Technologies de l'Energie de Gafsa,,Gafsa,Public,34.422522125288836, 8.745323397495904
1204,12,?????? ?????? ??????? ???????? ??????? ?????,Institut Supérieur du Sport et de l'Education Physique de Gafsa,issepgf.rnu.tn,Gafsa,Public,34.42333012728726, 8.763114675189707
612,6,??????? ?????? ??????? ??????,Ecole Supérieure d'Agriculture du Kef,esakef.agrinet.tn,Le Kef,Public,36.121378371382605, 8.719752522585699
613,6,??????? ?????? ????????? ????? ?????,Ecole Supérieure des Ingénieurs de Medjez El Bab,esier.agrinet.tn,Béja,Public,36.621495783107086, 9.561479170152651
601,6,???? ?????? ????????? ??????????? ??????? ???????,"Faculté des Sciences Juridiques, Economiques et de Gestion de Jendouba",www.fsjegj.rnu.tn,Jendouba,Public,36.50832044938573, 8.76145216356464
614,6,?????? ?????? ??????????? ??????? ??????,Institut National des Technologies et des Sciences du Kef,,Jendouba,Public,36.17813247965729, 8.710772479167591
608,6,?????? ?????? ?????????????? ?????,Institut Supérieur de Biotechnologie de Béja,www.isbb.rnu.tn,Béja,Public,36.718591762196425, 9.1795038363003
609,6,?????? ?????? ????????? ??????,Institut Supérieur de l'Informatique du Kef,www.isikef.rnu.tn,Le Kef,Public,36.17834078813045, 8.710288414400305
603,6,?????? ?????? ???????? ??????? ??????,Institut Supérieur de Musique et de Théétre du Kef,www.istmk.rnu.tn,Le Kef,Public,36.179916711237226, 8.717834145965927
604,6,?????? ?????? ?????? ?????? ???????,Institut Supérieur des Arts et Métiers de Siliana,www.isamsl.rnu.tn,Siliana,Public,36.08375519538907, 9.368330951644635
607,6,?????? ?????? ???????? ????????? ?? ?????????? ??????,Institut Supérieur des Etudes Appliquées en Humanités du Kef,www.iseahkf.rnu.tn,Le Kef,Public,36.18186889892116, 8.724286338670101
605,6,?????? ?????? ????? ????????? ?????????? ?????,Institut Supérieur des Langues Appliquées et Informatique de Béja,www.islaib.rnu.tn,Béja,Public,36.729189202062884, 9.201833917844851
606,6,?????? ?????? ?????? ????????? ???????,Institut Supérieur des Sciences Humaines de Jendouba,www.isshj.rnu.tn,Jendouba,Public,36.510339371190334, 8.760811586265046
610,6,?????? ?????? ????? ??????? ??????,Institut Supérieur des Sciences Infirmiéres de Kef,issikf.rnu.tn,Le Kef,Public,36.176573732511486, 8.704001608925154
611,6,?????? ?????? ??????? ???????? ??????? ??????,Institut Supérieur du Sport et de léEducation Physique du Kef,issepk.rnu.tn/Fr/nous-contacter_10_18,Le Kef,Public,36.121710752254096, 8.71972580096017
602,6,???? ??????? ???????? ??????,Institut Sylvo-Pastoral de Tabarka,isptabarka.agrinet.tn/index.php/fr/,Jendouba,Public,36.92889558267683, 8.791242180787632
901,9,???? ?????? ??????? ????????? ?????????,Faculté des Lettres et des Sciences Humaines de Kairouan,flshk.rnu.tn,Kairouan,Public,35.60043330129344, 10.064525149558415
911,9,???? ?????? ????????? ????? ?????,Faculté des Sciences et Techniques de Sidi Bouzid,fstsbz.rnu.tn,Sidi Bouzid,Public,35.01486168516771, 9.485636584538845
912,9,?????? ???????? ???????? ???????? ?????????,Institut Préparatoire aux Etudes d'Ingénieurs de Kairouan,ipeik.rnu.tn,Kairouan,Public,35.6752334702944, 10.105432738944437
902,9,?????? ?????? ?????? ?????? ?????????,Institut Supérieur des Arts et Métiers de Kairouan,isamk.rnu.tn,Kairouan,Public,35.674238404853355, 10.102475414716542
903,9,?????? ?????? ?????? ?????? ????????,Institut Supérieur des Arts et Métiers de Kasserine,isamkas.rnu.tn,Kasserine,Public,35.176453521001186, 8.849374288603986
909,9,?????? ?????? ?????? ?????? ????? ?????,Institut Supérieur des Arts et Métiers de Sidi Bouzid,isamsb.rnu.tn,Sidi Bouzid,Public,35.03298457408269, 9.473779323856636
907,9,?????? ?????? ???????? ????????? ?? ?????????? ???????,Institut Supérieur des Etudes Appliquées en Sciences Humaines de Sbeétla,iseahs.rnu.tn,Kasserine,Public,35.24723510338917, 9.108112113811353
906,9,?????? ?????? ???????? ????????? ????????? ?????????,Institut Supérieur des Etudes Juridiques et Politiques de Kairouan,isejpk.rnu.tn,Kairouan,Public,35.68174294315908, 10.10004764105004
905,9,?????? ?????? ????????? ????????? ?????????? ?????????,Institut Supérieur des Mathématiques Appliquées et de l'Informatique de Kairouan,ismaik.rnu.tn,Kairouan,Public,35.675255232495196, 10.105435650549921
904,9,?????? ?????? ?????? ????????? ???????????? ?????????,Institut Supérieur des Sciences Appliquées et de Technologie de Kairouan,issatkr.rnu.tn,Kairouan,Public,35.691139456231404, 10.076441508409138
910,9,?????? ?????? ?????? ????????? ???????????? ????????,Institut Supérieur des Sciences Appliquées et de Technologie de Kasserine,issatkas.rnu.tn,Kasserine,Public,35.16698629465678, 8.778655525599591
